time,ACx,ACy,ACz,encoder1,encoder2
0.1,-25,4,240,9,6
0.2,-25,4,241,9,6
0.3,-25,4,241,9,6
0.4,-26,4,242,9,6
0.5,-25,3,240,9,6
0.6,-26,2,241,9,6
0.7,-25,4,241,9,6
0.8,-25,4,240,9,6
0.9,-26,5,240,9,6
1,-27,4,240,9,6
1.1,-25,3,240,9,6
1.2,-25,4,240,9,6
1.3,-28,3,242,9,6
1.4,-26,3,240,9,6
1.5,-13,3,246,9,6
1.6,-28,5,243,9,6
1.7,-144,-126,189,9,6
1.8,22,6,148,9,6
1.9,-42,-27,282,9,6
2,-16,-38,232,9,6
2.1,-35,53,302,10,7
2.2,-39,37,234,10,7
2.3,-27,61,240,10,7
2.4,-24,24,240,10,7
2.5,-26,12,241,10,7
2.6,-24,3,235,10,7
2.7,-26,14,254,10,7
2.8,-13,10,281,10,7
2.9,-24,-13,226,12,8
3,-37,-15,253,12,8
3.1,-29,-15,258,12,8
3.2,-21,-8,247,12,8
3.3,-31,-8,247,12,8
3.4,-45,-18,227,12,8
3.5,-40,15,239,12,8
3.6,-28,-7,224,12,8
3.7,-26,7,240,12,8
3.8,-28,12,242,12,8
3.9,-21,0,242,12,8
4,-38,38,266,12,8
4.1,-37,15,236,12,8
4.2,-20,-3,240,12,8
4.3,-32,-21,248,12,8
4.4,-43,0,238,12,8
4.5,-49,36,234,12,8
4.6,-40,21,241,12,8
4.7,-46,9,237,12,8
4.8,-28,5,266,12,8
4.9,-21,10,252,12,8
5,-24,14,238,12,8
5.1,-25,29,237,12,8
5.2,-23,11,235,12,8
5.3,-6,-2,249,12,8
5.4,-13,-11,249,12,8
5.5,-26,-33,238,12,8
5.6,-30,-1,245,12,8
5.7,-29,14,239,12,8
5.8,-28,7,240,12,8
5.9,13,7,236,12,8
6,-16,1,238,12,8
6.1,-17,6,240,12,8
6.2,-23,9,238,12,8
6.3,-21,6,242,12,8
6.4,-23,4,239,12,8
6.5,-21,20,245,12,8
6.6,-22,11,241,12,8
6.7,-20,-6,242,12,8
6.8,-22,9,241,12,8
6.9,-21,8,241,12,8
7,-21,7,240,12,8
7.1,-20,9,241,12,8
7.2,-23,8,239,13,9
7.3,-20,7,241,13,9
7.4,-23,7,240,13,9
7.5,-20,1,240,13,9
7.6,-24,14,241,13,9
7.7,-19,4,239,13,9
7.8,-21,2,239,13,9
7.9,-29,1,242,13,9
8,-24,14,239,13,9
8.1,-16,23,241,15,9
8.2,-21,3,240,15,9
8.3,-17,1,241,15,9
