time,ACx,ACy,ACz,encoder1,encoder2
0.1,-2,-10,271,27,29
0.2,-15,9,235,27,29
0.3,-19,26,217,27,29
0.4,-3,43,225,29,33
0.5,-15,52,249,29,33
0.6,-19,38,244,29,33
0.7,-16,5,241,29,33
0.8,-16,-1,243,29,33
0.9,-16,0,240,29,33
1,-16,2,243,29,33
1.1,5,-52,208,29,33
1.2,-3,-4,246,29,33
1.3,-18,-32,238,29,33
1.4,5,-37,236,29,33
1.5,3,-8,200,29,33
1.6,-11,2,250,29,33
1.7,-29,19,241,30,34
1.8,-22,29,226,30,34
1.9,7,24,241,30,34
2,-22,13,229,30,34
2.1,-60,2,213,30,34
2.2,-13,108,231,30,34
2.3,-22,30,241,30,34
2.4,-26,43,241,30,34
2.5,-16,28,253,30,34
2.6,-32,12,264,30,34
2.7,-9,20,210,30,34
2.8,-18,14,237,30,34
2.9,-12,9,234,31,36
3,-29,13,234,31,36
3.1,-7,8,250,31,36
3.2,-24,3,269,31,36
3.3,-20,2,231,33,39
3.4,-13,5,257,33,39
3.5,9,-33,223,33,39
3.6,-60,-58,242,33,39
3.7,-37,-66,250,33,39
3.8,-22,-56,237,33,39
3.9,-32,-62,245,33,39
4,-18,-33,236,33,39
4.1,11,-28,226,35,42
4.2,-13,24,205,35,42
4.3,-18,32,178,35,42
4.4,-31,71,259,37,45
4.5,7,90,217,37,45
4.6,-20,79,245,37,45
4.7,-10,65,229,37,45
4.8,-18,38,283,37,45
4.9,-23,37,233,38,47
5,-18,6,248,38,47
5.1,-28,10,240,38,47
5.2,0,-18,229,39,48
5.3,4,-7,201,39,48
5.4,-15,-30,247,39,48
5.5,-1,-48,248,40,50
5.6,-29,-95,239,40,50
5.7,-8,-28,237,40,50
5.8,-6,-7,242,40,50
5.9,-20,-27,241,40,50
6,-12,-16,235,40,50
6.1,-17,-29,239,41,51
6.2,-26,-26,244,41,51
6.3,-2,-19,222,41,51
6.4,-41,51,287,42,53
6.5,-1,14,228,42,53
6.6,-19,8,232,42,53
6.7,-7,11,242,42,53
6.8,-4,29,227,43,55
6.9,-7,89,216,43,55
7,-14,68,242,43,55
7.1,-22,50,213,43,55
7.2,-9,51,211,43,55
7.3,-22,23,225,44,56
7.4,-24,14,251,44,56
7.5,-22,16,217,44,56
7.6,-18,4,215,46,59
7.7,-24,-21,241,46,59
7.8,-24,-36,255,47,61
7.9,-26,-78,239,47,61
8,-28,-69,241,47,61
8.1,-20,-11,241,47,61
8.2,-30,-25,244,47,61
8.3,-16,-21,250,47,61
8.4,-29,-23,236,48,62
8.5,-13,-10,235,48,62
8.6,-17,-15,241,48,62
8.7,-15,-24,218,48,62
8.8,-23,-5,223,50,66
8.9,-32,11,294,50,66
9,1,19,269,51,67
9.1,-40,77,316,51,67
9.2,-18,81,248,51,67
9.3,-24,82,253,51,67
9.4,-14,31,241,51,67
