time,ACx,ACy,ACz,encoder1,encoder2
0.1,-21,-11,222,213,168
0.2,-39,6,204,213,168
0.3,-46,38,225,215,170
0.4,5,69,265,215,170
0.5,-22,-6,232,215,170
0.6,-15,70,254,215,170
0.7,-24,47,239,215,170
0.8,-26,52,246,215,170
0.9,-26,64,241,215,170
1,-22,46,229,215,170
1.1,-33,42,248,217,172
1.2,-36,20,178,217,172
1.3,-10,5,237,217,172
1.4,-89,-20,233,218,173
1.5,-74,-15,183,218,173
1.6,-19,-45,226,218,173
1.7,-18,-20,236,218,173
1.8,6,-20,250,218,173
1.9,9,-21,239,218,173
2,30,-17,199,218,173
2.1,-7,13,255,218,173
2.2,8,-11,199,218,173
2.3,-42,-63,227,218,173
2.4,-49,-26,241,218,173
2.5,-9,9,298,218,173
2.6,-32,-9,216,218,173
2.7,12,14,235,218,173
2.8,-50,1,203,218,173
2.9,-50,50,319,218,173
3,-21,7,225,218,173
3.1,-47,19,231,218,173
3.2,-8,25,244,218,173
3.3,-14,20,198,218,173
3.4,-8,56,245,218,173
3.5,-21,47,240,218,173
3.6,-23,20,240,218,173
3.7,-29,12,241,218,173
3.8,-19,34,234,218,173
3.9,-25,62,243,218,173
4,-34,81,202,218,173
4.1,-39,49,302,218,173
4.2,-6,-3,301,218,173
4.3,-28,-6,188,218,173
4.4,-33,-62,213,218,173
4.5,-16,-39,267,218,173
4.6,-26,-47,249,218,173
4.7,-19,-23,239,218,173
4.8,-20,-6,240,218,173
4.9,-9,5,230,218,173
5,-7,15,194,218,173
5.1,-73,-36,237,218,173
5.2,-36,-27,258,218,173
5.3,-40,-8,219,218,173
5.4,-29,-6,241,218,173
5.5,-20,30,309,218,173
5.6,-52,-2,225,218,173
5.7,-65,-12,209,218,173
5.8,-55,7,256,218,173
5.9,-32,22,244,218,173
6,-43,21,202,218,173
6.1,-1,97,253,218,173
6.2,-20,51,234,218,173
6.3,-19,58,241,218,173
6.4,-20,70,241,218,173
6.5,-22,30,245,218,173
6.6,-19,35,220,218,173
6.7,-21,-57,258,218,173
6.8,2,-84,247,218,173
6.9,-25,-13,240,218,173
7,-19,45,246,218,173
7.1,-23,74,238,218,173
7.2,-42,38,234,218,173
7.3,-27,-38,257,218,173
7.4,-7,-96,250,218,173
7.5,-25,-50,236,218,173
7.6,-11,-19,260,218,173
7.7,-23,5,250,218,173
7.8,-23,10,218,218,173
7.9,-34,-1,231,218,173
8,-22,30,269,218,173
8.1,-27,-2,250,218,173
8.2,-33,-2,215,218,173
8.3,-20,23,231,218,173
8.4,-17,40,249,218,173
8.5,-19,64,239,219,175
8.6,-19,40,234,219,175
8.7,-30,45,241,219,175
8.8,0,34,238,219,175
8.9,-28,5,234,219,175
9,-28,17,238,219,175
9.1,-22,59,230,219,175
9.2,-19,57,271,219,175
9.3,-29,25,236,219,175
9.4,-27,-36,217,219,175
9.5,-22,-19,274,219,175
9.6,-32,-12,190,220,176
9.7,-5,-44,242,220,176
9.8,-16,-55,231,220,176
9.9,-24,-41,241,220,176
10,-21,-23,244,220,176
10.1,-27,-15,228,220,176
10.2,-31,-26,224,220,176
10.3,-18,-22,187,221,177
10.4,-39,-10,231,221,177
10.5,-23,11,271,221,177
10.6,-24,51,258,221,177
10.7,-20,17,248,223,179
10.8,-13,29,237,223,179
10.9,-32,24,241,223,179
11,-20,38,232,223,179
11.1,-21,36,240,223,179
11.2,-24,22,240,223,179
11.3,-29,21,239,223,179
11.4,-27,26,240,223,179
11.5,-27,21,241,223,179
11.6,-21,20,223,223,179
11.7,-38,-19,232,223,179
11.8,1,15,242,223,179
11.9,-30,15,249,223,179
12,-28,16,227,223,179
12.1,-24,17,188,223,179
12.2,-26,8,240,224,180
12.3,1,-27,273,224,180
12.4,-31,-41,240,224,180
12.5,-21,-16,238,224,180
12.6,-23,-17,241,224,180
12.7,-26,0,242,224,180
12.8,-24,-14,242,224,180
12.9,-24,-14,239,224,180
13,-16,-9,237,224,180
13.1,-19,-19,249,224,180
13.2,-1,-10,221,224,180
13.3,-25,15,247,224,180
13.4,-15,62,231,226,183
13.5,-21,9,240,226,183
13.6,-20,0,241,226,183
13.7,-22,8,241,226,183
13.8,-23,6,240,226,183
13.9,-23,7,241,226,183
14,-20,-1,240,226,183
14.1,-20,-1,236,226,183
14.2,-21,11,240,226,183
14.3,-25,-20,240,226,183
14.4,-25,-20,240,226,183
14.5,-25,-5,236,226,183
14.6,-19,32,246,226,183
14.7,-15,61,243,226,183
14.8,-21,23,242,226,183
14.9,-22,48,244,226,183
15,-1,34,237,226,183
15.1,-5,44,257,226,183
15.2,-31,0,203,226,183
15.3,-27,-8,208,226,183
15.4,-28,-10,232,227,184
15.5,-34,-5,236,227,184
15.6,-26,-25,242,227,184
15.7,-26,-51,240,227,184
15.8,-20,-45,240,227,184
15.9,-30,-43,229,227,184
16,-41,-10,214,227,184
16.1,-23,7,209,227,184
16.2,-42,28,284,227,184
16.3,-98,185,280,227,184
16.4,-12,-8,231,227,184
16.5,-36,27,233,227,184
16.6,-23,-1,239,227,184
16.7,-24,-11,237,227,184
16.8,-24,-2,242,227,184
16.9,-27,-15,236,227,184
17,-18,-19,245,227,184
17.1,-16,21,227,229,186
17.2,-17,37,244,229,186
17.3,-17,1,242,229,186
17.4,-18,10,240,229,186
17.5,-19,3,246,229,186
17.6,-28,17,244,229,186
17.7,-11,35,240,229,186
17.8,-15,49,238,229,186
17.9,-17,38,243,229,186
18,-35,23,235,229,186
18.1,-27,53,235,229,186
18.2,-18,38,224,229,186
18.3,-22,9,254,232,190
18.4,-27,22,239,232,190
18.5,-190,-141,224,232,190
18.6,-32,10,244,232,190
18.7,-23,-13,242,232,190
18.8,-28,-37,242,232,190
18.9,-13,-3,241,232,190
19,-24,-1,236,232,190
19.1,-22,6,234,232,190
19.2,-23,11,239,232,190
19.3,-26,1,242,232,190
19.4,-24,3,256,232,190
19.5,-29,15,235,232,190
19.6,-7,48,230,232,190
19.7,-25,43,240,232,190
19.8,-24,28,237,232,190
19.9,-22,5,237,232,190
20,-21,42,251,232,190
20.1,-24,42,248,232,190
20.2,-9,29,282,232,190
20.3,-7,4,250,233,191
20.4,-14,-20,248,233,191
20.5,-17,-17,256,233,191
20.6,-25,-21,233,233,191
20.7,-20,-54,239,233,191
20.8,-27,-3,253,233,191
20.9,-33,-3,237,233,191
21,-17,22,234,233,191
21.1,-21,19,236,233,191
21.2,-22,30,239,233,191
21.3,-23,7,246,233,191
21.4,-26,2,239,233,191
21.5,-37,-3,233,233,191
21.6,-15,15,240,233,191
21.7,-35,-28,241,233,191
21.8,-10,10,246,233,191
21.9,-15,13,239,233,191
22,-22,8,240,233,191
22.1,-22,-6,236,233,191
22.2,-16,-5,243,233,191
22.3,-23,6,242,233,191
22.4,-24,7,242,233,191
22.5,-19,19,241,233,191
22.6,-18,9,237,233,191
22.7,-22,10,246,233,191
22.8,-23,4,242,233,191
22.9,-24,6,242,233,191
23,-25,8,238,233,191
23.1,-16,24,240,233,191
23.2,-13,46,243,233,191
23.3,-22,41,241,233,191
23.4,-25,54,238,233,191
23.5,-23,24,241,233,191
23.6,-9,10,234,233,191
23.7,-23,-5,240,233,191
23.8,-20,-12,249,233,191
23.9,4,-107,211,233,191
24,-22,11,257,233,191
24.1,-26,2,231,233,191
24.2,-29,10,237,233,191
24.3,-22,-9,242,233,191
24.4,-25,17,246,233,191
24.5,-17,21,230,233,191
24.6,-17,26,238,233,191
24.7,-17,27,241,233,191
24.8,-21,3,240,233,191
24.9,-26,30,242,233,191
25,-42,68,246,233,191
25.1,-5,29,244,233,191
25.2,-30,23,249,233,191
25.3,-22,29,231,234,192
25.4,-24,-3,229,234,192
25.5,-5,25,214,234,192
25.6,-12,-31,240,235,193
25.7,-18,-58,231,235,193
25.8,-27,-72,236,235,193
25.9,-29,-52,240,235,193
26,-51,-22,235,235,193
26.1,-56,-15,248,235,193
26.2,-22,39,244,235,193
26.3,-43,37,196,235,193
26.4,-33,54,233,235,193
26.5,7,49,216,235,193
26.6,-28,21,246,235,193
26.7,-17,51,237,235,193
26.8,-23,50,229,235,193
26.9,-22,35,222,236,194
27,-23,4,249,236,194
27.1,21,-83,265,236,194
27.2,-10,-31,238,236,194
27.3,-32,-28,243,236,194
