time,ACx,ACy,ACz,encoder1,encoder2
0.1,-22,3,242,0,2
0.2,-24,5,242,0,2
0.3,-22,3,242,0,2
0.4,-26,4,240,0,2
0.5,-23,5,242,0,2
0.6,-22,4,240,0,2
0.7,-22,4,242,0,2
0.8,-5,-94,226,0,2
0.9,-16,-34,244,0,2
1,-23,-34,256,1,3
1.1,-35,-65,212,1,3
1.2,-26,-22,192,1,3
1.3,-19,-15,199,2,4
1.4,-56,-7,269,2,4
1.5,-9,2,240,2,4
1.6,17,18,218,3,5
1.7,-16,25,279,3,5
1.8,-11,-2,238,5,7
1.9,-26,17,221,5,7
2,-26,10,272,5,7
2.1,-8,5,288,6,8
2.2,-16,21,265,6,8
2.3,-14,9,218,6,8
2.4,-23,19,244,6,8
2.5,-28,18,239,8,10
2.6,-24,22,249,8,10
2.7,-28,14,246,8,10
2.8,-32,15,246,8,10
2.9,-19,16,247,8,10
3,-27,17,243,8,10
3.1,-24,14,245,9,11
3.2,-24,13,244,9,11
3.3,-22,18,245,9,11
3.4,-25,17,240,9,11
3.5,-23,15,236,9,11
3.6,-24,15,241,9,11
3.7,-25,5,242,9,11
3.8,-24,7,242,9,11
3.9,-37,-56,240,9,11
4,-13,-3,240,9,11
4.1,-13,-44,229,9,11
4.2,-36,-80,261,9,11
4.3,-3,1,183,11,13
4.4,-7,11,171,11,13
4.5,9,47,386,12,14
4.6,-27,16,235,12,14
4.7,-4,-13,190,13,15
4.8,4,21,200,13,15
4.9,-15,18,288,13,15
5,-4,26,241,14,16
5.1,-12,13,215,14,16
5.2,-32,7,249,14,16
5.3,-21,11,228,14,16
5.4,-5,11,243,14,16
5.5,4,16,231,15,17
5.6,-13,18,235,15,17
5.7,-19,14,240,15,17
5.8,-28,13,250,15,17
5.9,-21,16,237,15,17
6,-19,16,245,15,17
6.1,-18,12,243,15,17
6.2,-19,6,242,15,17
6.3,-20,4,243,15,17
6.4,-18,3,241,15,17
6.5,-18,3,243,15,17
6.6,-19,5,241,15,17
6.7,-18,4,243,15,17
6.8,-12,-14,253,15,17
6.9,-9,-3,232,15,17
7,32,-18,238,15,17
7.1,-8,-49,253,15,17
7.2,3,-8,221,16,18
7.3,-96,29,209,16,18
7.4,-47,32,241,16,18
7.5,-9,9,256,17,19
7.6,-16,15,249,17,19
7.7,-17,12,232,17,19
7.8,-11,15,253,17,19
7.9,-13,17,251,17,19
8,-18,19,246,17,19
8.1,-19,13,242,17,19
8.2,-16,14,242,17,19
8.3,-22,12,241,17,19
8.4,-18,7,242,17,19
8.5,-18,1,244,17,19
8.6,-20,4,241,17,19
8.7,-28,-63,245,17,19
8.8,-10,-130,246,17,19
8.9,-21,-27,244,18,20
9,-33,-15,214,18,20
9.1,-35,-7,256,18,20
9.2,-49,-40,206,18,20
9.3,16,0,252,19,21
9.4,-15,13,230,19,21
9.5,-19,16,246,19,21
9.6,-11,9,233,19,21
9.7,-11,13,238,20,22
9.8,-20,13,254,20,22
9.9,-20,13,248,20,22
10,-18,17,260,20,22
10.1,-26,24,247,20,22
10.2,-16,15,245,21,23
10.3,-19,15,238,21,23
10.4,-12,10,242,21,23
10.5,-15,16,245,21,23
10.6,-15,15,241,21,23
10.7,-17,12,244,21,23
10.8,-20,12,242,21,23
10.9,-18,3,243,21,23
11,-72,17,241,21,23
11.1,-22,4,253,21,23
11.2,-60,16,240,21,23
11.3,-73,18,258,21,23
11.4,18,-13,235,21,23
11.5,35,39,250,21,23
11.6,-87,8,254,21,23
11.7,6,-27,225,21,23
11.8,4,13,228,21,23
11.9,-29,0,242,21,23
12,-25,2,241,21,23
12.1,-22,2,244,21,23
12.2,-22,3,242,21,23
12.3,-29,2,240,21,23
12.4,-16,1,241,21,23
