time,ACx,ACy,ACz,encoder1,encoder2
32920,27,2,259,122,21
33217,26,4,261,122,21
33483,27,3,260,122,21
33784,28,4,260,122,21
33919,27,5,260,122,21
34295,26,5,260,122,21
34510,27,4,259,122,21
34818,29,4,260,122,21
35131,28,4,259,122,21
35421,26,4,260,122,21
35564,28,5,261,122,21
35934,27,4,260,122,21
36158,29,7,263,122,21
36451,27,5,261,122,21
36755,27,4,261,122,21
37066,25,3,259,122,21
37286,27,4,260,122,21
37576,27,4,262,122,21
37884,27,4,261,122,21
38043,28,4,261,122,21
38320,28,4,262,122,21
38701,26,4,261,122,21
38865,27,6,263,122,21
39221,27,5,260,122,21
39753,27,3,261,122,22
39967,27,3,261,122,22
40364,29,8,267,122,24
40789,28,7,261,122,25
41158,26,4,260,122,25
41617,28,4,261,122,30
41975,-40,14,297,122,31
42446,66,-11,253,125,33
42692,9,50,201,126,36
43044,110,-13,224,129,38
43615,-10,70,310,157,42
44063,-95,45,264,159,44
44537,-11,-24,218,162,47
44890,141,69,214,164,49
45300,18,-39,231,165,50
45763,51,80,255,165,51
46176,97,-190,57,165,51
46638,-13,-294,133,165,51
47197,14,-252,7,165,51
47464,14,-255,11,165,51
47615,21,-250,14,165,51
47914,27,-246,30,165,51
48223,32,-226,49,165,51
48364,32,-237,46,165,51
48834,29,-210,9,165,51
49306,161,-217,47,165,52
49661,201,-107,138,165,52
49974,125,-84,130,165,52
50334,167,-36,258,165,52
50439,29,-35,301,165,52
50886,33,-35,306,167,54
51017,23,46,280,168,54
51309,-38,-45,268,169,55
51606,-8,12,248,171,57
51977,8,13,256,172,60
52090,173,-12,236,173,60
52488,42,5,286,174,61
52649,112,41,291,175,62
52947,27,-3,258,176,63
53356,67,12,253,178,65
53464,69,21,255,178,65
53859,17,-45,247,178,113
54368,28,42,259,179,132
54579,-17,-105,130,180,132
54990,112,-257,-8,180,132
55113,25,-214,-36,180,134
55499,-111,-135,67,180,134
55708,-168,-24,203,180,134
56008,-211,2,119,180,134
56216,-212,-11,121,180,134
56525,-256,-6,145,180,134
56931,4,18,237,190,136
57039,46,-88,268,190,136
57337,30,-41,260,191,136
57669,-9,0,258,191,137
58154,81,26,239,192,139
58392,-5,1,253,193,140
58873,39,-32,269,194,141
59488,-19,4,253,197,144
59998,5,15,214,243,145
60412,5,23,269,244,146
60818,75,-11,246,244,146
