time,ACx,ACy,ACz,encoder1,encoder2
0.1,-20,-65,229,456,412
0.2,-97,-91,238,456,412
0.3,-16,-56,229,456,412
0.4,-24,-30,232,456,412
0.5,-8,57,247,456,412
0.6,-14,42,238,456,412
0.7,-13,16,238,456,412
0.8,-12,26,241,456,412
0.9,-18,8,239,456,412
1,-25,13,240,456,412
1.1,-9,15,245,456,412
1.2,-50,26,232,456,412
1.3,-4,-3,194,456,412
1.4,4,45,230,456,412
1.5,-20,38,236,456,412
1.6,-45,-13,244,456,412
1.7,-31,-39,248,456,412
1.8,-16,-37,242,456,412
1.9,-28,-42,216,456,412
2,-7,-82,218,456,412
2.1,2,16,243,456,412
2.2,-4,17,243,456,412
2.3,-3,-49,217,456,412
2.4,3,14,232,456,412
2.5,-66,-38,196,456,412
2.6,-23,-54,286,456,412
2.7,-35,67,188,456,412
2.8,-5,-10,267,456,412
2.9,-16,-52,197,456,412
3,-73,-12,273,457,414
3.1,-29,-25,225,457,414
3.2,-17,-31,268,457,414
3.3,-29,2,216,457,414
3.4,-27,42,307,457,414
3.5,67,-3,240,457,414
3.6,8,2,213,458,416
3.7,-6,2,228,458,416
3.8,8,-46,243,459,418
3.9,-49,53,233,459,418
4,-366,110,221,463,426
4.1,-209,100,-2,463,426
4.2,-141,64,-277,463,426
4.3,-156,39,-58,463,426
4.4,-247,5,-5,463,426
4.5,-276,12,-63,463,426
4.6,-269,24,1,463,426
4.7,-268,25,25,463,426
4.8,-232,43,107,463,426
4.9,-199,33,153,463,426
5,-192,-11,138,463,426
5.1,-138,20,209,463,426
5.2,-24,-31,208,463,426
5.3,21,-10,442,463,426
5.4,-56,-43,234,463,426
5.5,-9,-89,206,463,426
5.6,-12,-49,229,464,428
5.7,89,42,465,464,428
5.8,-25,-20,260,464,428
5.9,-13,44,246,465,430
6,-36,41,229,465,430
6.1,-21,58,243,465,430
6.2,-18,1,228,465,430
6.3,-25,26,241,466,432
6.4,-37,69,237,466,432
6.5,-45,60,232,466,432
6.6,-19,64,258,466,432
6.7,0,84,256,469,438
6.8,-12,51,196,469,438
6.9,-12,7,246,469,438
7,-12,-39,236,470,440
7.1,-40,-71,247,470,440
7.2,-28,-62,227,471,442
7.3,-84,-103,230,471,442
7.4,-26,7,239,471,442
7.5,-22,-20,243,471,442
7.6,-14,-50,235,471,442
7.7,5,15,234,472,444
7.8,-19,47,245,472,444
7.9,-37,7,235,472,444
8,-33,-19,240,472,444
8.1,-56,-2,243,472,444
8.2,-21,-6,237,472,444
8.3,-37,-29,232,474,448
8.4,-25,-21,222,474,448
8.5,-98,7,277,474,448
8.6,-33,-22,218,475,450
8.7,-39,35,264,475,450
8.8,-49,36,255,475,450
