time,ACx,ACy,ACz,encoder1,encoder2
0.1,-20,10,239,0,0
0.2,-19,10,241,0,0
0.3,-21,10,240,0,0
0.4,-20,10,240,0,0
0.5,-20,9,241,0,0
0.6,-21,9,241,0,0
0.7,-20,10,241,0,0
0.8,-21,9,241,0,0
0.9,-21,9,240,0,0
1,-21,10,241,0,0
1.1,-20,10,240,0,0
1.2,-19,10,240,0,0
1.3,-19,9,240,0,0
1.4,-20,10,240,0,0
1.5,-21,10,241,0,0
1.6,-20,9,240,0,0
1.7,-20,9,241,0,0
1.8,-20,9,241,0,1
1.9,-20,10,240,0,1
2,-20,10,240,0,1
2.1,-20,10,241,0,1
2.2,-20,9,241,0,1
2.3,-21,11,239,0,1
2.4,-21,8,240,0,1
2.5,-19,9,241,0,1
2.6,-20,9,240,0,1
2.7,-20,9,241,0,1
2.8,-21,10,241,0,1
2.9,-20,10,241,0,1
3,-20,9,241,0,1
3.1,-38,24,218,0,1
3.2,-5,80,230,0,1
3.3,-20,2,246,0,1
3.4,-26,4,244,0,1
3.5,-38,-1,228,0,1
3.6,-31,37,239,1,2
3.7,-25,29,243,1,2
3.8,-20,23,251,1,2
3.9,-50,13,233,1,2
4,-29,-33,234,1,2
4.1,-27,-27,239,1,2
4.2,-17,-9,240,1,2
4.3,-20,-2,240,1,2
4.4,-23,-36,238,1,2
4.5,-20,-10,240,1,2
4.6,-28,3,263,1,2
4.7,-9,7,220,1,2
4.8,-9,21,233,1,2
4.9,-38,48,262,1,2
5,-15,35,240,1,2
5.1,-23,6,244,1,2
5.2,-18,22,241,1,2
5.3,-19,32,243,1,2
5.4,-15,33,238,1,2
5.5,-15,35,240,1,2
5.6,0,29,235,2,3
5.7,-37,-1,234,2,3
5.8,-40,-20,224,2,3
5.9,-23,-31,234,2,3
6,-26,-33,235,2,3
6.1,-21,-11,240,2,3
6.2,-22,-11,240,2,3
6.3,-39,4,250,2,3
6.4,-21,-1,236,2,3
6.5,-20,32,245,2,3
6.6,-5,7,234,2,3
6.7,-48,26,305,2,3
6.8,-17,21,231,2,3
6.9,-27,12,240,2,3
7,-21,25,241,2,3
7.1,-20,11,241,2,3
7.2,-20,8,240,2,3
7.3,-18,33,242,2,3
7.4,-17,38,241,2,3
7.5,-24,31,240,2,3
7.6,-13,45,220,2,3
7.7,-47,6,274,2,3
7.8,-41,-67,247,2,3
7.9,-27,-28,238,2,3
8,-28,-7,241,2,3
8.1,-9,5,242,2,3
8.2,-17,-18,238,2,3
8.3,-30,3,260,2,3
8.4,-15,1,203,2,3
8.5,-11,41,211,2,3
8.6,-14,63,227,2,3
8.7,-22,1,245,2,3
8.8,-27,5,282,2,3
8.9,-18,9,236,2,3
9,-17,13,242,2,3
9.1,-19,5,241,2,3
9.2,-19,9,241,2,3
9.3,-18,9,242,2,3
9.4,-18,11,240,2,3
9.5,-22,29,244,2,3
9.6,-21,24,244,2,3
9.7,-19,25,239,2,3
9.8,-19,3,245,2,3
9.9,-7,24,233,2,3
10,-27,20,244,2,3
10.1,-7,-14,228,2,3
10.2,-25,-41,238,2,3
10.3,-23,1,241,2,3
10.4,-18,33,240,2,3
10.5,-20,-17,238,2,3
10.6,-15,4,251,2,3
10.7,-1,-19,225,2,3
