time,ACx,ACy,ACz,encoder1,encoder2
0.1,-39,-56,246,26,36
0.2,-20,-15,243,26,36
0.3,-26,20,246,26,36
0.4,-24,15,233,26,36
0.5,-28,-1,238,26,36
0.6,-11,-9,239,26,36
0.7,-28,22,238,26,36
0.8,-4,-7,227,27,37
0.9,-14,29,239,27,37
1,-18,25,243,27,37
1.1,-27,31,238,27,37
1.2,-23,35,242,27,37
1.3,-19,18,244,27,37
1.4,-35,37,238,27,37
1.5,0,2,231,27,37
1.6,-26,-12,243,27,37
1.7,-5,7,228,31,42
1.8,-22,6,243,31,42
1.9,-18,-19,243,31,42
2,-12,-37,235,31,42
2.1,-28,3,241,31,42
2.2,-15,0,241,31,42
2.3,-9,0,236,31,42
2.4,-12,4,250,31,42
2.5,-9,14,242,31,42
2.6,-11,-6,240,31,42
2.7,-8,-16,242,31,42
2.8,1,8,250,32,44
2.9,-1,-6,239,32,44
3,-15,-5,228,32,44
3.1,-12,-3,241,32,44
3.2,11,4,246,32,44
3.3,-2,8,256,32,44
3.4,-1,18,246,32,44
3.5,-27,26,221,32,44
3.6,4,24,246,33,45
3.7,-16,29,246,33,45
3.8,25,11,220,33,45
3.9,-23,32,243,33,45
4,-19,5,244,33,45
4.1,-24,24,232,33,45
4.2,-31,5,242,33,45
4.3,-22,-1,250,33,45
4.4,-32,0,235,33,45
4.5,-35,7,237,33,45
4.6,-42,-12,237,33,45
4.7,-14,-1,229,33,45
4.8,-21,-7,240,33,45
4.9,-25,-7,241,33,45
5,-21,2,253,33,45
5.1,-23,5,210,34,47
5.2,-26,7,239,34,47
5.3,-25,7,247,34,47
5.4,-30,-9,208,34,47
5.5,-26,-6,238,34,47
5.6,-12,3,277,35,48
5.7,-28,2,239,35,48
5.8,-22,6,212,35,48
5.9,-29,15,249,35,48
6,-25,2,210,35,48
6.1,-15,-3,229,35,48
6.2,-2,11,204,35,48
6.3,-30,-5,242,35,48
6.4,-39,2,218,35,48
6.5,-53,37,245,35,48
6.6,-28,4,244,35,48
6.7,-31,-22,235,35,48
6.8,-7,10,250,35,48
6.9,-72,-57,298,35,48
7,-26,13,233,35,48
7.1,-36,-40,241,35,48
7.2,-27,61,236,35,48
7.3,-29,-24,253,35,48
7.4,1,6,240,35,48
7.5,-40,14,244,35,48
7.6,-107,147,230,35,48
7.7,-36,20,238,35,48
7.8,-20,-5,243,35,48
7.9,-32,-2,244,35,48
8,-24,14,231,35,48
8.1,-59,35,263,35,48
8.2,-32,-1,249,35,48
8.3,-5,7,269,35,48
8.4,-34,-7,248,35,48
8.5,-23,1,238,35,48
8.6,-27,28,241,35,48
8.7,-29,-38,231,35,48
8.8,-27,41,239,35,48
8.9,-20,15,242,35,48
9,-23,10,240,35,48
9.1,-21,6,240,35,48
9.2,-25,10,241,35,48
9.3,-24,7,241,35,48
9.4,-24,2,240,35,48
9.5,-26,4,240,35,48
9.6,-26,10,240,35,48
9.7,-27,-12,241,35,48
9.8,-31,-8,240,35,48
9.9,-41,-13,233,35,48
10,-62,13,233,35,48
10.1,0,-4,238,35,48
10.2,-32,15,229,35,48
10.3,-14,20,252,35,48
10.4,-29,5,249,35,48
10.5,-18,-16,242,35,48
10.6,-37,-14,230,35,48
10.7,-26,23,233,35,48
10.8,-8,26,240,35,48
10.9,-24,18,241,35,48
11,-17,12,240,35,48
11.1,-8,4,247,35,48
11.2,-24,0,241,35,48
11.3,-23,2,240,35,48
11.4,-24,7,240,35,48
11.5,-33,9,227,35,48
11.6,-62,0,226,35,48
11.7,-53,10,222,35,48
11.8,-47,-18,224,35,48
11.9,-28,0,241,35,48
12,-23,6,223,35,48
12.1,-19,3,239,35,48
12.2,-22,2,241,35,48
12.3,-25,5,242,35,48
12.4,-28,13,237,35,48
12.5,-15,2,241,35,48
12.6,-23,4,240,35,48
12.7,-25,3,242,35,48
12.8,-17,4,248,35,48
12.9,-29,-1,246,35,48
13,-19,4,237,35,48
13.1,-26,22,223,35,48
13.2,-29,11,232,35,48
13.3,-43,32,266,35,48
13.4,-21,35,240,35,48
13.5,-38,14,236,35,48
13.6,19,-7,232,35,48
13.7,2,11,246,35,48
13.8,-28,-11,235,35,48
13.9,-9,-9,230,35,48
14,-24,-4,243,35,48
14.1,-18,2,243,35,48
14.2,-20,2,241,35,48
14.3,-21,-4,238,35,48
14.4,-17,-8,237,35,48
14.5,-21,0,237,35,48
14.6,-13,12,246,35,48
14.7,-52,42,235,35,48
14.8,-28,11,238,35,48
14.9,7,-21,229,35,48
15,-22,14,244,35,48
15.1,-20,1,241,35,48
15.2,-20,-8,240,35,48
15.3,-19,-15,240,35,48
15.4,-21,-11,242,35,48
15.5,-22,-17,237,35,48
15.6,-16,0,240,35,48
15.7,-26,6,259,35,48
15.8,-29,14,232,35,48
15.9,-22,12,253,35,48
16,-16,0,233,35,48
16.1,-23,0,256,35,48
16.2,-32,-16,214,35,48
16.3,-37,22,279,35,48
16.4,-24,27,261,35,48
16.5,-30,31,225,35,48
16.6,-25,38,248,35,48
16.7,-11,48,225,35,48
16.8,-18,32,230,35,48
16.9,-21,12,239,35,48
17,-20,24,244,35,48
17.1,-13,-3,250,35,48
17.2,-35,-42,239,35,48
17.3,-24,21,238,35,48
17.4,-26,54,244,35,48
17.5,-28,2,241,35,48
17.6,-24,7,235,35,48
17.7,-51,60,294,35,48
17.8,-30,31,267,35,48
17.9,-52,-27,232,35,48
18,-28,26,234,35,48
18.1,-28,24,238,35,48
18.2,-24,5,241,35,48
18.3,1,37,229,35,48
18.4,-22,42,240,38,52
18.5,-19,12,249,38,52
18.6,-23,-9,243,38,52
18.7,-20,-13,239,38,52
18.8,-18,-12,239,38,52
18.9,-18,10,240,38,52
19,-1,-10,271,38,52
19.1,-12,26,259,38,52
19.2,-17,-3,229,38,52
19.3,5,52,240,38,52
19.4,-14,32,239,38,52
19.5,-17,22,253,38,52
19.6,-23,-11,257,38,52
19.7,-35,0,229,38,52
19.8,-18,19,243,38,52
19.9,10,12,222,38,52
20,-18,-4,253,38,52
20.1,-14,4,251,38,52
20.2,-12,-25,253,38,52
20.3,-15,12,221,38,52
20.4,-137,-74,336,38,52
20.5,38,-13,243,38,52
20.6,41,-1,264,38,52
20.7,95,33,175,38,52
20.8,44,52,179,39,53
20.9,6,57,166,39,53
21,61,41,185,39,53
21.1,-37,18,244,39,53
21.2,-30,-8,246,39,53
21.3,-21,-24,253,39,53
21.4,-28,2,213,39,53
21.5,-10,-6,219,39,53
21.6,-14,41,191,39,53
21.7,-27,12,255,39,53
21.8,-23,16,243,39,53
21.9,-26,1,237,39,53
22,-17,22,240,39,53
22.1,-22,4,238,39,53
22.2,-16,1,240,39,53
22.3,-19,20,239,39,53
22.4,-22,7,238,39,53
22.5,-24,0,243,39,53
22.6,-20,21,237,39,53
22.7,-25,7,242,39,53
22.8,-22,3,241,39,53
22.9,-25,0,236,39,53
23,-7,13,240,39,53
23.1,-31,-18,234,39,53
23.2,-40,40,245,39,53
23.3,-32,-44,220,39,53
23.4,14,70,223,39,53
23.5,-38,0,234,39,53
23.6,1,-5,237,39,53
23.7,3,-10,206,39,53
23.8,-44,-58,280,39,53
23.9,-28,32,245,40,55
24,-30,20,242,40,55
24.1,31,0,237,40,55
24.2,17,30,277,40,55
24.3,-28,45,241,40,55
24.4,9,46,216,40,55
24.5,-55,32,235,40,55
24.6,-22,3,235,40,55
24.7,-11,6,241,40,55
24.8,-24,-3,240,40,55
24.9,-23,-8,240,40,55
25,-16,-1,233,40,55
25.1,-22,-24,246,40,55
25.2,11,9,249,40,55
25.3,-11,16,242,40,55
25.4,-16,7,243,40,55
25.5,-15,-5,239,40,55
25.6,-12,5,238,40,55
25.7,-13,-2,243,40,55
25.8,-9,5,235,40,55
25.9,-19,0,231,40,55
26,8,-9,234,40,55
26.1,0,11,214,40,55
26.2,-2,14,234,40,55
26.3,-5,37,246,41,56
26.4,-10,24,236,41,56
26.5,4,26,231,41,56
26.6,-10,20,240,41,56
26.7,-27,27,244,41,56
26.8,-13,21,250,41,56
26.9,-51,0,257,41,56
27,-35,4,243,41,56
27.1,-21,22,235,41,56
27.2,-25,8,238,41,56
27.3,-20,-6,238,41,56
27.4,-19,-15,240,41,56
27.5,-20,1,240,41,56
27.6,-17,1,239,41,56
27.7,-17,20,239,41,56
27.8,-21,27,245,41,56
27.9,-21,35,240,41,56
28,-24,4,241,41,56
28.1,-31,6,245,41,56
28.2,-12,10,252,41,56
28.3,-62,8,262,41,56
28.4,-29,2,220,41,56
28.5,-40,0,220,41,56
28.6,-46,9,287,41,56
28.7,-19,8,229,41,56
28.8,-18,26,235,41,56
28.9,-12,6,238,41,56
29,-16,7,241,41,56
29.1,-11,-9,246,41,56
29.2,-27,14,245,41,56
29.3,-16,13,245,41,56
29.4,0,-6,241,41,56
29.5,-34,0,225,41,56
29.6,-6,15,237,41,56
29.7,-17,-7,237,41,56
29.8,-18,-5,240,41,56
29.9,-20,-5,241,41,56
30,-19,5,241,41,56
30.1,-19,5,240,41,56
30.2,-19,4,241,41,56
30.3,-18,5,240,41,56
30.4,-14,17,243,41,56
30.5,-18,0,240,41,56
30.6,-19,12,241,41,56
30.7,-3,-29,236,41,56
30.8,-19,-4,232,42,58
30.9,-20,13,238,42,58
31,-20,5,234,42,58
31.1,-14,17,245,42,58
31.2,-29,-7,245,42,58
31.3,-33,-18,246,42,58
31.4,-6,17,228,42,58
31.5,-27,-1,243,42,58
31.6,-21,5,245,42,58
31.7,-52,15,233,42,58
31.8,-22,0,240,42,58
31.9,-44,-50,210,42,58
32,-15,-14,251,42,58
32.1,-26,12,252,42,58
32.2,-22,-2,232,42,58
32.3,-22,-2,243,42,58
32.4,-16,-8,227,42,58
32.5,-22,6,246,42,58
32.6,-11,3,247,42,58
32.7,8,24,246,42,58
32.8,-5,9,258,42,58
32.9,-23,21,245,42,58
33,-36,6,235,42,58
33.1,-8,33,239,42,58
33.2,-23,12,241,42,58
33.3,-24,6,241,42,58
33.4,-29,-18,238,42,58
33.5,-28,-25,239,42,58
33.6,-27,-22,237,42,58
33.7,-22,-11,254,42,58
33.8,-14,7,226,43,59
33.9,-51,-6,250,43,59
34,-49,-24,203,43,59
34.1,-30,8,241,43,59
34.2,-19,18,230,43,59
34.3,-35,6,246,44,60
34.4,-30,7,241,44,60
34.5,-36,33,259,44,60
34.6,-31,15,244,44,60
34.7,-27,20,234,44,60
34.8,-32,4,249,44,60
34.9,-23,23,243,44,60
35,-23,-4,238,44,60
35.1,-24,3,237,44,60
35.2,-27,3,236,44,60
35.3,-26,17,243,44,60
35.4,-17,-2,236,44,60
35.5,-19,10,240,44,60
35.6,-20,15,242,44,60
35.7,-21,4,239,44,60
35.8,-18,4,236,44,60
35.9,-17,12,241,44,60
36,-12,29,241,44,60
36.1,-10,6,242,44,60
36.2,-18,-24,244,45,62
36.3,-11,10,237,45,62
36.4,-22,33,242,45,62
36.5,-19,12,240,45,62
36.6,-20,22,238,45,62
36.7,-25,-19,241,45,62
36.8,-22,-14,239,45,62
36.9,-14,-9,235,45,62
37,-13,42,237,45,62
37.1,-26,1,238,45,62
37.2,-22,-1,242,45,62
37.3,-24,3,241,45,62
37.4,-9,5,245,45,62
37.5,-20,-9,235,45,62
37.6,-24,-22,240,45,62
37.7,-24,-32,246,45,62
37.8,-21,43,256,45,62
37.9,-67,36,238,45,62
38,-41,-45,248,45,62
38.1,-24,1,237,46,63
38.2,-40,-12,232,46,63
38.3,-52,20,256,46,63
38.4,-1,7,250,46,63
38.5,-4,90,234,46,63
38.6,-92,42,247,46,63
38.7,-46,54,226,46,63
38.8,48,40,193,46,63
38.9,19,39,260,46,63
39,-5,-51,227,46,63
39.1,21,39,267,46,63
39.2,30,-11,167,46,63
39.3,-22,37,287,46,63
39.4,-3,11,247,46,63
39.5,-26,-2,268,46,63
39.6,-11,-24,221,46,63
39.7,-17,-60,234,46,63
39.8,-25,-86,245,46,63
39.9,-17,-51,228,46,63
40,-24,-21,222,46,63
40.1,-22,12,225,46,63
40.2,-27,40,229,46,63
40.3,-63,13,244,46,63
40.4,-13,-18,238,46,63
40.5,-35,3,255,46,63
40.6,-8,27,231,46,63
40.7,-25,25,256,46,63
40.8,-22,21,256,46,63
40.9,-11,30,240,46,63
41,-17,-27,230,46,63
41.1,-25,-18,231,46,63
41.2,-33,17,230,46,63
41.3,-25,43,251,46,63
41.4,-22,-29,240,46,63
41.5,-23,17,244,46,63
41.6,-35,24,231,46,63
41.7,-33,15,244,46,63
41.8,-18,37,242,46,63
41.9,-17,-8,237,46,63
42,-17,7,238,46,63
42.1,-17,4,237,46,63
42.2,-23,7,243,46,63
42.3,-20,17,242,46,63
42.4,-28,35,241,46,63
42.5,-24,53,234,46,63
42.6,-13,37,213,46,63
42.7,-13,47,289,46,63
42.8,-22,2,235,46,63
42.9,2,4,224,46,63
43,-68,8,428,46,63
43.1,-4,29,195,46,63
43.2,-33,31,189,46,63
43.3,2,23,248,46,63
43.4,-18,16,200,46,63
43.5,9,-10,249,46,63
43.6,-18,-10,214,46,63
43.7,-16,-20,203,46,63
43.8,-54,-31,257,46,63
43.9,-48,-4,189,46,63
44,-23,-7,239,46,63
44.1,-12,-16,261,46,63
44.2,-21,-14,236,46,63
44.3,-21,-8,239,46,63
44.4,-20,-7,240,46,63
44.5,-18,-7,241,46,63
44.6,-14,27,243,46,63
44.7,-25,-1,239,46,63
44.8,-22,-6,240,46,63
44.9,-17,11,239,46,63
45,-19,17,241,46,63
45.1,-21,16,241,46,63
45.2,-16,27,242,46,63
45.3,-13,26,235,46,63
45.4,-24,7,240,46,63
45.5,-23,-9,243,46,63
45.6,-26,-10,237,46,63
45.7,-20,-21,237,46,63
45.8,-23,4,240,46,63
45.9,-20,2,240,46,63
46,-18,-13,239,46,63
46.1,-18,0,242,46,63
46.2,-18,-5,243,46,63
46.3,-20,-8,241,46,63
46.4,-21,-29,241,46,63
46.5,-24,-3,249,46,63
46.6,-23,10,228,46,63
46.7,-12,30,244,46,63
46.8,-20,23,235,46,63
46.9,-19,20,240,46,63
47,-17,18,235,46,63
47.1,-13,10,239,46,63
47.2,-13,1,242,46,63
47.3,-12,7,238,46,63
47.4,-14,11,234,46,63
47.5,-5,16,244,46,63
47.6,0,16,242,46,63
47.7,-30,30,237,46,63
47.8,-39,1,246,46,63
47.9,3,-8,236,46,63
48,-3,13,219,46,63
48.1,-15,21,240,46,63
48.2,-31,-9,241,46,63
48.3,-13,-32,249,46,63
48.4,-4,-8,250,46,63
48.5,-11,-6,236,46,63
48.6,-6,15,251,46,63
48.7,-39,57,251,46,63
48.8,-15,16,239,46,63
48.9,-15,40,245,46,63
49,-5,61,253,46,63
49.1,-61,42,255,46,63
49.2,41,45,216,46,63
49.3,-2,-3,248,46,63
49.4,20,-15,228,46,63
49.5,132,-53,224,46,63
49.6,202,-46,177,46,63
49.7,166,-50,135,46,63
49.8,-255,5,177,46,63
49.9,95,-19,181,46,63
50,-7,8,207,46,63
50.1,7,19,239,46,63
50.2,15,7,238,46,63
50.3,11,3,216,46,63
50.4,-39,-30,228,46,63
50.5,-20,-26,230,46,63
50.6,-26,-15,238,46,63
50.7,-21,-5,230,46,63
50.8,-43,-6,234,46,63
50.9,-35,-43,253,46,63
51,-33,-29,225,46,63
51.1,-17,-43,240,46,63
51.2,-36,-8,266,46,63
51.3,-27,5,279,46,63
51.4,-21,-18,149,46,63
51.5,15,-24,211,46,63
51.6,-64,76,342,46,63
51.7,-42,-80,227,46,63
51.8,-5,57,258,46,63
51.9,21,-121,124,47,64
52,-4,-25,56,48,66
52.1,-38,49,155,48,66
52.2,12,202,311,49,67
52.3,-47,55,266,49,67
52.4,-4,35,223,49,67
52.5,-6,19,248,49,67
52.6,6,60,225,49,67
52.7,13,15,227,49,67
52.8,16,-6,257,49,67
52.9,-10,8,248,50,69
53,-16,-8,246,50,69
53.1,-24,-29,239,50,69
53.2,-16,-24,238,50,69
53.3,-29,-2,242,50,69
53.4,-19,15,242,50,69
53.5,16,-69,219,50,69
53.6,-34,39,237,50,69
53.7,-20,90,247,51,70
53.8,-31,-37,240,51,70
53.9,11,-17,208,51,70
54,-33,14,249,52,71
54.1,-34,-43,246,52,71
54.2,-3,-37,238,52,71
54.3,-5,-27,213,52,71
54.4,-24,12,262,52,71
54.5,-16,22,249,52,71
54.6,-32,18,232,53,73
54.7,-28,31,230,53,73
54.8,-20,15,238,53,73
54.9,-6,28,239,53,73
55,-15,25,231,53,73
55.1,-29,36,238,53,73
55.2,-21,8,206,53,73
55.3,-16,-14,239,53,73
55.4,-13,8,252,53,73
55.5,-30,-3,249,53,73
55.6,-15,12,239,53,73
55.7,-12,11,235,53,73
55.8,1,2,238,53,73
55.9,-15,-34,231,53,73
56,-21,-15,242,54,74
56.1,16,13,237,54,74
56.2,-40,43,243,54,74
56.3,-24,42,239,54,74
56.4,-17,-1,243,54,74
56.5,-22,-11,231,54,74
56.6,-18,53,242,54,74
56.7,-16,-4,236,54,74
56.8,-20,5,240,54,74
56.9,-19,-13,238,54,74
57,-45,18,235,54,74
57.1,-37,33,221,54,74
57.2,-25,18,247,54,74
57.3,-32,-11,226,54,74
57.4,-45,8,239,54,74
57.5,-62,21,237,54,74
57.6,-69,28,227,54,74
57.7,-70,16,244,54,74
57.8,-90,16,221,54,74
57.9,-82,28,214,54,74
