time,ACx,ACy,ACz,encoder1,encoder2
0.1,2,-72,230,308,318
0.2,-9,-88,237,311,322
0.3,-23,1,234,311,322
0.4,-18,-8,235,311,322
0.5,-39,-24,228,311,322
0.6,-27,37,160,311,322
0.7,-38,-53,217,311,322
0.8,-25,-50,216,311,322
0.9,-22,61,271,312,324
1,-35,46,247,312,324
1.1,-23,52,265,312,324
1.2,-101,63,194,312,324
1.3,203,-98,388,312,324
1.4,-19,3,160,312,324
1.5,-16,-98,224,312,324
1.6,122,-30,511,312,324
1.7,-12,-44,213,314,326
1.8,-34,-73,232,314,326
1.9,-27,-73,242,314,326
2,-26,-65,229,314,326
2.1,-38,3,285,316,329
2.2,-17,29,211,316,329
2.3,-7,7,249,316,329
2.4,-57,58,283,316,329
2.5,-5,21,233,316,329
2.6,-25,36,235,316,329
2.7,-28,40,229,316,329
2.8,-23,29,241,316,329
2.9,-24,15,244,316,329
3,-15,4,257,316,329
3.1,-2,4,227,316,329
3.2,39,10,211,316,329
3.3,-9,0,204,316,329
3.4,3,6,258,316,329
3.5,-19,9,245,316,329
3.6,-72,-120,511,316,329
3.7,63,-56,286,316,329
3.8,-42,-22,174,316,329
3.9,-65,-2,294,316,329
4,-19,11,242,316,329
4.1,-26,40,239,316,329
4.2,-29,24,236,316,329
4.3,-23,-21,240,316,329
4.4,-29,23,240,316,329
4.5,-16,4,229,316,329
4.6,-18,0,239,316,329
4.7,-16,11,241,316,329
4.8,-22,18,243,316,329
4.9,-12,3,239,316,329
5,-9,6,240,316,329
5.1,-30,17,247,316,329
5.2,-21,4,235,316,329
5.3,-19,10,237,316,329
5.4,-21,19,241,316,329
5.5,-22,4,235,316,329
5.6,-21,6,240,316,329
5.7,-44,0,242,316,329
5.8,-36,12,246,316,329
5.9,-35,17,238,316,329
6,-85,-8,253,316,329
6.1,-63,32,231,316,329
6.2,-23,20,235,316,329
6.3,-29,15,234,316,329
6.4,-43,13,240,316,329
6.5,-17,9,240,316,329
6.6,-19,-1,244,316,329
6.7,-26,14,244,316,329
6.8,-21,40,239,316,329
6.9,-28,18,240,316,329
7,-38,-7,217,316,329
7.1,-9,8,245,316,329
7.2,-23,5,242,316,329
7.3,-14,20,240,316,329
7.4,-14,-2,251,316,329
7.5,-14,26,243,316,329
7.6,-99,53,164,316,329
7.7,6,-18,250,316,329
7.8,-12,50,252,318,332
7.9,-84,-9,243,318,332
8,-49,-40,288,318,332
8.1,-20,-6,244,318,332
8.2,-23,7,231,318,332
8.3,-56,-30,248,318,332
8.4,-23,16,240,318,332
8.5,-24,27,243,318,332
8.6,-16,12,239,318,332
8.7,-19,4,239,318,332
8.8,-21,6,243,318,332
8.9,-17,13,242,318,332
9,-21,17,241,318,332
9.1,-28,16,241,318,332
9.2,-25,1,242,318,332
9.3,-22,2,238,318,332
