time,ACx,ACy,ACz,encoder1,encoder2
0.1,-24,3,240,0,0
0.2,-24,4,241,0,0
0.3,-24,3,241,0,0
0.4,-24,2,241,0,0
0.5,-23,3,240,0,0
0.6,-24,3,240,0,0
0.7,-25,4,240,0,0
0.8,-24,3,241,0,0
0.9,-25,4,241,0,0
1,-24,3,240,0,0
1.1,-25,2,241,0,0
1.2,-24,3,241,0,0
1.3,-24,3,241,0,0
1.4,-25,4,240,0,0
1.5,-25,3,240,0,0
1.6,-25,3,241,0,0
1.7,-23,2,240,0,0
1.8,-24,2,240,0,0
1.9,-25,2,239,0,0
2,-24,3,241,0,0
2.1,-25,4,240,0,0
2.2,-25,4,240,0,0
2.3,-24,3,241,0,0
2.4,-24,3,241,0,0
2.5,-25,4,240,0,0
2.6,-25,3,240,0,0
2.7,-25,3,240,0,0
2.8,-25,4,240,0,0
2.9,-25,3,240,0,0
3,-25,3,240,0,0
3.1,-25,4,241,0,0
3.2,-25,3,240,0,0
3.3,-25,3,241,0,0
3.4,-24,2,239,0,0
3.5,-24,3,240,0,0
3.6,-24,4,240,0,0
3.7,-24,4,240,0,0
3.8,-24,4,241,0,0
3.9,-25,3,241,0,0
4,-24,3,241,0,0
4.1,-24,3,241,0,0
4.2,-25,3,241,0,0
4.3,-25,4,241,0,0
4.4,-25,4,240,0,0
4.5,-23,3,242,0,0
4.6,-25,4,240,0,0
4.7,-25,4,241,0,0
4.8,-24,3,240,0,0
4.9,-25,2,241,0,0
5,-25,3,240,0,0
5.1,-25,3,240,0,0
5.2,-25,4,240,0,0
5.3,-26,3,240,0,0
5.4,-26,4,240,0,0
5.5,-24,3,240,0,0
5.6,-24,4,240,0,0
5.7,-24,2,240,0,0
5.8,-25,4,241,0,0
5.9,-25,4,240,0,0
6,-24,3,240,0,0
6.1,-24,3,240,0,0
6.2,-25,3,241,0,0
6.3,-24,4,240,0,0
6.4,-25,3,241,0,0
6.5,-22,53,236,2,1
6.6,-24,32,241,2,1
6.7,-28,30,242,2,1
6.8,-15,19,238,2,1
6.9,-36,4,239,2,1
7,-35,1,236,2,1
7.1,-44,-28,227,2,2
7.2,-34,-35,241,2,2
7.3,-11,-31,240,2,3
7.4,-32,-2,240,2,3
7.5,-9,0,244,2,3
7.6,-24,46,240,2,3
7.7,-25,27,247,4,3
