time,ACx,ACy,ACz,encoder1,encoder2
18767,27,6,259,93,51
19104,25,8,259,93,51
19316,27,4,259,93,51
19709,25,7,259,93,51
20139,27,7,259,93,51
20528,27,5,257,93,51
20964,27,5,259,93,51
21348,26,6,257,93,51
21787,28,5,260,93,51
22041,26,6,259,93,51
22372,27,6,257,93,51
22592,27,7,261,93,51
22959,28,5,259,93,51
23213,28,5,258,93,51
23503,27,5,260,93,51
23644,26,5,260,93,51
24027,26,4,258,93,51
24163,27,5,258,93,51
24523,26,6,258,93,51
24664,26,6,257,93,51
25035,27,4,259,93,51
25163,26,6,259,93,51
25444,26,8,263,93,51
25751,26,5,258,93,51
25988,26,5,259,93,51
26263,24,7,257,93,51
26505,26,5,259,93,51
26775,27,6,258,93,51
26914,26,5,259,93,51
27163,27,5,261,93,51
27496,26,6,258,93,51
27696,26,6,259,93,51
28083,25,3,258,93,51
28557,27,6,258,93,51
28863,27,5,258,93,51
29322,26,7,258,93,51
29642,27,5,258,93,51
29950,26,6,259,93,51
30122,27,5,260,93,51
30466,25,6,259,93,51
30768,26,6,259,93,51
31022,27,4,258,93,51
31281,25,5,259,93,51
31590,27,4,259,93,51
31844,27,4,260,93,51
32099,26,6,260,93,51
32408,25,6,257,93,51
32666,27,5,258,93,51
32919,26,4,257,93,51
33227,27,5,260,93,51
33535,26,6,259,93,51
33688,27,6,259,93,51
34063,26,5,260,93,51
34354,27,5,259,93,51
34560,26,7,257,93,51
34874,28,5,259,93,51
35174,27,6,257,93,51
35380,27,5,263,93,51
35684,28,8,256,93,51
35990,27,5,259,93,51
36196,26,6,259,93,51
36533,26,4,259,93,51
36811,26,6,260,93,51
37015,27,5,258,93,51
37323,27,6,259,93,51
37629,26,4,259,93,51
37835,27,5,257,93,51
38142,26,5,259,93,51
38451,29,8,260,93,51
38756,33,9,261,93,51
38915,26,6,259,93,51
39268,28,6,260,93,51
39472,26,5,259,93,51
39780,26,5,258,93,51
39993,26,5,258,93,51
40293,26,7,259,93,51
40498,26,6,260,93,51
40805,27,6,258,93,51
40963,26,5,257,93,51
41315,26,5,258,93,51
41463,26,6,257,93,51
41830,26,5,259,93,51
41962,27,5,258,93,51
42237,27,5,258,93,51
42546,26,5,258,93,51
42750,26,6,258,93,51
43056,26,5,258,93,51
43264,24,7,259,93,51
43579,-27,336,411,93,51
43774,-55,232,397,93,51
44085,23,98,85,93,51
44389,30,139,185,93,51
44593,67,138,203,93,51
44950,45,219,165,93,51
45112,46,263,100,93,51
45418,55,239,108,93,51
45724,64,96,-1,93,51
46031,85,511,-63,93,54
46338,28,195,57,94,55
46763,-204,188,400,94,56
47136,-11,5,336,95,57
47587,27,135,183,97,59
47910,31,5,263,97,59
48178,29,4,259,97,59
48421,78,-65,221,97,60
48794,23,32,312,99,62
49237,13,-20,275,101,63
49612,29,5,260,101,63
50066,8,3,254,101,66
50432,-38,30,240,101,67
50887,24,170,135,103,70
51020,263,81,231,105,72
51170,83,19,202,105,72
51558,-60,60,231,107,74
52014,41,6,239,107,81
52237,42,-29,273,107,81
52581,18,9,252,107,81
52787,43,-9,287,107,85
53194,19,4,260,108,85
53637,26,16,265,108,85
53862,29,23,265,111,85
54226,35,0,227,112,86
54637,6,-6,273,113,87
54963,53,-42,233,114,87
55168,72,19,219,115,88
55557,8,220,47,115,89
55978,49,212,82,115,91
56187,29,255,84,115,91
56445,21,258,73,115,91
56778,28,230,107,115,91
57189,26,219,127,115,91
57488,20,223,123,115,91
57802,95,185,6,115,91
58042,-6,263,49,115,91
58353,2,237,17,115,91
58835,-8,262,-30,115,92
59313,8,248,-45,115,299
59542,35,249,-3,115,365
59860,42,256,-13,115,365
60086,29,250,-23,115,365
60429,26,238,-19,115,365
60674,18,236,-47,115,365
60997,9,249,-69,115,365
61289,6,264,-32,115,365
61540,49,241,-26,115,365
61819,58,244,-21,115,382
62109,81,238,-22,115,382
62359,82,232,-6,115,382
62617,63,250,-15,115,382
62925,62,238,-15,115,382
63238,51,260,-8,115,382
63441,50,247,0,115,383
63867,60,246,-12,115,383
64254,51,235,-1,115,537
64609,41,248,75,115,537
64789,57,238,59,115,537
65081,45,254,15,115,537
65381,50,236,68,115,537
65689,51,243,48,115,537
65899,47,250,19,115,537
66200,67,247,40,115,537
66507,46,241,59,115,537
66718,53,250,3,115,537
67022,49,234,77,115,539
67239,41,250,53,115,539
67634,47,245,36,115,539
67786,52,244,24,115,539
68145,58,243,108,115,539
68456,35,198,166,115,539
68612,46,214,133,115,539
68964,43,219,94,115,539
69283,26,246,51,115,539
69444,3,260,-3,115,539
69784,12,263,15,115,539
70092,13,253,16,115,539
70236,7,254,3,115,539
70614,5,253,-3,115,539
70814,-17,232,-44,115,539
71116,0,252,-57,115,539
71324,4,246,-43,115,539
71626,10,247,-36,115,539
71786,10,250,-15,115,539
72148,11,250,5,115,539
72349,6,251,3,115,539
72652,10,245,1,115,539
72811,-6,224,-15,115,539
73163,26,262,-27,115,539
73319,93,359,-2,115,539
73692,-156,182,16,115,539
73812,-113,74,-78,115,539
74087,-512,511,-512,115,539
74411,152,-36,-205,115,539
74560,50,29,-205,115,539
74906,4,-6,-241,115,539
75218,64,-4,-233,115,539
75389,20,-16,-247,115,539
75738,44,-8,-247,115,539
