time,ACx,ACy,ACz,encoder1,encoder2
15806,1,258,70,28,19329
16187,54,272,74,28,19329
16418,59,189,172,28,19329
16697,55,181,103,28,19329
17003,82,218,127,28,19329
17238,65,253,112,28,19329
17547,65,223,120,28,19329
17828,112,212,141,28,19329
18060,95,196,126,28,19329
18336,110,176,134,28,19329
18579,157,144,177,28,19329
18852,205,74,185,28,19329
19161,116,-27,223,28,19329
19462,20,-272,113,28,19329
19607,-40,-162,136,28,19329
19871,-131,-167,67,28,19329
20198,-77,-143,185,28,19329
20341,-135,-110,198,28,19329
20695,-60,-189,144,28,19329
20839,-64,-219,121,28,19329
21202,-98,-93,133,28,19329
21340,12,-201,133,28,19329
21613,-167,-211,20,28,19329
21919,-143,-211,-4,28,19329
22171,-97,-184,123,28,19329
22492,290,-152,296,28,19329
22597,344,35,131,28,19329
22945,314,133,141,28,19329
23088,156,113,128,28,19329
23455,-124,165,-30,28,19329
23778,-72,33,111,28,19329
23918,44,-36,180,28,19329
24274,330,-73,211,28,19329
24582,158,1,250,28,19329
24787,174,68,155,28,19329
25097,92,-18,277,28,19329
25400,54,-125,267,28,19329
25673,32,-159,194,28,19329
25919,0,-178,190,28,19329
26225,-38,-122,180,28,19329
26490,-54,-94,200,28,19329
26733,-92,-165,243,28,19329
27043,-106,-44,126,28,19329
27246,-167,-37,127,28,19329
27667,-220,-138,59,28,19329
28110,-192,-79,-65,28,19329
28304,-188,-97,-112,28,19329
28692,-241,-182,-41,28,19329
28886,-219,-25,0,28,19329
29022,-224,62,86,28,19329
29406,-223,19,52,28,19329
29627,-59,129,-89,28,19329
29910,321,109,132,28,19329
30276,319,-17,141,28,19329
30732,13,56,185,28,19329
31047,129,187,202,28,19329
31243,17,126,203,28,19329
31549,-77,153,274,28,19329
31860,19,151,71,28,19329
32171,-72,124,214,28,19329
32379,34,55,256,28,19329
32686,17,28,246,28,19329
33002,0,18,253,28,19329
33164,23,44,272,28,19329
33508,-7,76,264,28,19329
34007,-156,24,309,28,19329
34213,-114,15,208,28,19329
34535,-16,-19,267,28,19329
34714,-12,-42,257,28,19329
35033,-3,-9,286,28,19329
35238,-27,5,291,28,19329
35543,-86,40,215,28,19329
35738,-116,49,225,28,19329
36057,-82,-234,348,28,19329
36269,-112,-129,244,28,19329
36568,-63,-111,268,28,19329
36712,48,56,314,28,19329
37081,2,-142,296,28,19329
37212,48,-42,215,28,19329
37491,-279,136,218,28,19329
37806,-35,-2,256,28,19329
37975,-169,-156,164,28,19329
38303,-231,50,254,28,19329
38464,-138,-72,193,28,19329
38819,-94,-59,297,28,19329
38987,-72,1,159,28,19329
39335,-131,-9,205,28,19329
39635,-65,2,263,28,19330
39816,-73,-5,270,28,19330
40146,-99,-86,321,28,19330
40455,-124,-73,205,28,19330
40676,-165,75,187,28,19330
40977,-135,9,196,28,19330
41301,7,69,256,28,19330
41463,7,10,293,28,19330
41790,-34,3,275,28,19330
42095,-14,-24,277,28,19330
42400,18,-38,270,28,19331
42624,9,-2,256,28,19331
43013,18,40,219,28,19331
43116,0,-10,272,28,19340
43424,78,-21,310,28,19341
43751,32,19,261,28,19487
44048,28,-9,258,29,19497
44230,29,-9,259,29,19499
44550,29,-8,259,29,19501
44857,29,-6,257,29,19501
45091,29,-7,258,29,19501
45376,28,-6,258,29,19502
45683,30,-9,259,29,19502
45984,29,-8,258,29,19502
46137,29,-10,259,29,19502
46504,29,-9,259,29,19504
46809,30,-9,259,29,19506
46963,31,-10,257,29,19506
47240,29,-8,259,29,19506
47626,29,-9,260,29,19506
47793,29,-8,259,29,19506
48138,29,-7,258,29,19506
48447,30,-8,261,29,19506
48695,30,-8,260,29,19507
48953,29,-9,257,29,19507
49261,29,-8,258,29,19507
49512,29,-8,258,29,19509
49773,28,-8,259,29,19509
50079,29,-9,258,29,19509
50331,30,-8,258,29,19510
50500,29,-10,259,29,19510
50765,30,-9,258,29,19510
51103,28,-7,259,29,19510
51262,30,-8,258,29,19511
51617,28,-8,261,29,19511
51772,27,-8,259,29,19511
52137,29,-9,257,29,19511
52264,29,-9,261,29,19511
52537,30,-9,258,29,19511
52853,29,-11,258,29,19511
53102,28,-8,260,29,19511
53358,30,-9,259,29,19511
53572,28,-8,258,29,19511
53870,30,-7,258,29,19511
54012,30,-8,259,29,19511
54383,30,-10,259,29,19511
54515,30,-9,258,29,19512
54900,28,-8,260,29,19512
55164,28,-8,259,29,19512
55406,30,-7,260,29,19512
55711,37,6,275,29,19512
55919,26,-60,237,29,19513
56228,36,2,281,29,19513
56531,33,-56,242,29,19513
56838,52,28,239,29,19513
56987,63,60,230,29,19513
57351,20,16,254,29,19513
57659,62,-8,241,29,19513
57818,59,-11,336,29,19513
58171,41,4,265,29,19513
58479,19,11,272,29,19513
58638,44,1,242,29,19513
59006,25,11,261,29,19513
59297,31,21,253,29,19513
59464,31,14,257,29,19513
59811,25,3,244,29,19513
60115,26,6,259,29,19513
60330,29,4,261,29,19513
60738,27,6,259,29,19513
61138,28,3,259,29,19513
61447,93,-10,274,29,19513
61754,61,40,247,30,19516
61958,-61,-54,151,32,19518
62265,46,8,268,34,19525
62573,16,7,261,35,19526
62880,137,27,200,35,19526
63086,-5,49,276,36,19527
63396,-23,32,314,36,19528
63706,194,-80,221,36,19528
63861,6,13,305,38,19529
64215,-10,-108,366,39,19531
64518,54,76,203,39,19531
64723,12,16,253,39,19531
65033,44,16,244,39,19531
65337,-28,1,265,39,19532
65486,5,9,262,39,19532
65764,26,-25,261,40,19534
66055,7,21,265,41,19535
66363,36,-3,263,41,19537
66565,42,5,257,41,19537
66874,23,5,253,42,19537
67181,32,-1,258,42,19537
67312,27,-9,283,42,19538
67612,20,2,258,42,19538
67897,21,15,264,43,19538
68103,61,14,268,43,19539
68412,-70,38,284,44,19540
68561,18,6,280,45,19540
68923,14,-14,304,45,19541
69061,90,61,242,46,19541
69331,28,13,268,46,19542
69647,-27,22,255,46,19542
69850,60,4,245,47,19543
70162,23,19,258,47,19543
70465,82,-33,318,47,19543
70611,23,48,238,48,19544
70972,20,17,276,48,19545
71277,5,38,258,48,19545
71493,60,-65,239,49,19545
71788,8,13,253,49,19545
72096,1,13,261,49,19576
72317,30,6,261,49,19576
72609,-11,9,235,49,19576
72944,-37,39,261,49,19597
73086,-54,87,223,50,19598
73427,14,-27,312,51,19599
73736,-86,5,196,52,19601
73965,85,2,305,53,19602
74255,35,-5,319,54,19603
74554,94,-27,255,55,19604
74861,-49,-1,278,57,19606
74986,23,10,258,57,19606
75373,49,19,301,58,19607
75605,100,27,262,59,19608
75817,19,-38,298,60,19609
76192,72,-25,248,61,19611
76426,75,-9,238,62,19612
76705,23,35,248,62,19613
77015,25,12,259,63,19613
77247,3,8,262,63,19613
77524,1,3,263,64,19613
77833,92,61,290,65,19615
78070,29,57,238,66,19616
78342,117,-12,287,67,19616
78650,37,6,258,67,19617
78957,28,4,260,67,19617
79114,53,18,281,68,19626
79477,11,-111,188,69,19628
79777,0,-31,265,70,19630
80021,25,3,261,71,19684
80288,-41,58,223,71,19684
80597,74,18,233,74,19686
81114,39,-22,280,76,19688
81535,22,8,260,76,19689
81932,17,10,258,76,19689
82343,70,-63,287,78,19698
82560,-55,33,235,79,19699
82898,44,61,251,79,19701
83311,31,19,251,79,19701
83677,82,-6,253,79,19702
83810,58,6,215,79,19702
84143,2,25,255,80,19702
84388,33,84,218,80,19702
84644,18,17,256,80,19704
85003,4,-46,311,80,19704
85415,50,7,265,80,19704
85568,-51,61,307,80,19704
85834,36,-11,261,81,19705
86238,23,-37,277,81,19705
86396,37,3,261,81,19705
86740,24,-4,265,81,19705
87046,23,8,260,81,19705
87354,25,9,254,81,19706
87484,-6,16,249,81,19706
87865,39,86,232,82,19709
88081,109,31,216,82,19710
88377,117,-145,111,82,19713
88684,-35,-63,180,82,19714
88894,66,33,284,82,19714
89205,69,17,216,82,19714
89516,85,-7,264,83,19715
89721,-39,69,266,83,19715
90023,27,52,231,83,19716
90327,71,136,172,83,19720
90635,15,-109,229,83,19721
90786,21,32,234,83,19721
91147,83,-78,163,84,19723
91362,32,34,357,84,19723
91660,-125,-11,289,86,19724
91971,80,-45,214,86,19725
92175,35,51,254,86,19725
92478,-146,241,101,87,19726
92801,-62,-145,321,96,19734
92988,107,-10,260,98,19734
93293,27,2,256,98,19735
93620,19,8,260,98,19735
93807,24,8,258,98,19735
94112,23,7,260,98,19735
94425,26,6,261,98,19735
94726,22,8,261,98,19735
94933,10,8,258,98,19735
95238,17,20,261,98,19735
95546,48,8,271,98,19735
95719,24,7,258,98,19735
96060,30,12,266,98,19735
96367,32,3,262,98,19735
96509,52,6,257,98,19735
96881,60,-2,256,98,19735
97091,-28,16,257,98,19736
97388,38,10,258,98,19736
97595,-31,21,261,98,19736
97901,27,9,258,98,19736
98108,11,6,263,98,19736
98420,28,22,260,98,19736
98632,53,-5,250,99,19736
98927,36,165,260,99,19736
99132,27,20,257,99,19736
99437,24,6,259,99,19736
99584,9,25,275,99,19736
99961,-39,55,294,101,19736
100093,24,47,250,101,19736
100363,-5,-34,240,101,19736
100666,26,6,259,101,19736
100834,30,3,260,101,19736
101178,12,7,260,101,19736
101404,17,7,261,114,19736
101698,-205,-11,210,115,19736
101998,48,-24,284,115,19737
102305,37,80,192,115,19739
102459,-14,-34,263,115,19739
102816,35,5,257,115,19739
103124,12,7,253,116,19739
103345,37,11,259,116,19739
103642,48,11,265,116,19741
103947,28,2,261,116,19741
104251,12,-5,249,116,19741
