time,ACx,ACy,ACz,encoder1,encoder2
35453,28,4,260,238,5
35819,29,6,264,238,5
36031,28,4,261,238,5
36424,29,4,260,238,5
36553,28,5,261,238,5
36855,28,5,261,238,5
37165,28,4,261,238,5
37375,28,4,262,238,5
37757,28,4,261,238,5
38164,27,5,260,238,5
38500,27,4,262,238,5
38720,27,4,259,238,5
39092,27,5,261,238,5
39627,28,4,260,238,5
40141,28,5,262,238,5
40371,26,5,261,238,5
40725,27,3,260,238,5
41033,28,4,260,238,5
41190,27,5,259,238,5
41556,28,5,259,238,5
41853,27,4,259,238,5
42160,27,4,261,238,5
42290,27,5,261,238,5
42671,27,4,261,238,5
42850,28,5,260,238,5
43204,27,4,259,238,5
43490,28,5,261,238,5
43740,26,3,260,238,5
44001,27,3,261,238,5
44310,27,4,260,238,5
44564,27,5,260,238,5
44823,29,6,263,238,5
45128,28,4,261,238,5
45264,28,5,260,238,5
45639,28,5,260,238,5
45792,28,5,262,238,5
46163,27,4,261,238,5
46408,28,4,260,238,5
46564,27,3,260,238,5
46869,28,4,261,238,5
47177,28,4,261,238,5
47313,28,4,260,238,5
47600,28,2,261,238,5
47893,28,4,260,238,5
48155,29,6,260,238,5
48313,29,5,261,238,5
48613,27,4,260,238,5
48927,29,4,261,238,5
49078,28,6,262,238,5
49431,27,4,260,238,5
49566,27,4,260,238,5
49946,27,5,261,238,5
50216,26,3,259,238,5
50454,28,4,259,238,5
50775,28,4,261,238,5
51040,26,5,260,238,5
51272,28,4,261,238,5
51588,26,4,262,238,5
51786,27,5,259,238,5
52107,26,4,262,238,5
52405,27,4,259,238,5
52707,26,4,261,238,5
52912,27,5,262,238,5
53220,28,4,261,238,5
53540,28,5,260,238,5
53699,27,5,260,238,5
54037,27,3,261,238,5
54345,28,6,260,238,5
54548,28,5,261,238,5
54866,26,5,258,238,5
55174,26,4,260,238,5
55372,27,6,259,238,5
55675,27,3,259,238,5
55986,28,4,262,238,5
56187,27,4,261,238,5
56497,26,6,262,238,5
56804,26,3,263,238,5
57111,28,4,261,238,5
57263,26,5,260,238,5
57621,28,3,260,238,5
57929,27,4,260,238,5
58087,28,4,261,238,5
58454,27,3,260,238,5
58761,27,4,261,238,5
58928,27,4,261,238,5
59261,27,4,260,238,5
59574,27,5,262,238,5
59738,29,4,261,238,5
60085,28,3,262,238,5
60387,27,4,261,238,5
60591,27,5,259,238,5
60908,28,4,260,238,5
61208,26,5,259,238,5
61359,27,5,261,238,5
61729,28,5,261,238,5
61862,28,5,260,238,5
62228,27,4,260,238,5
62367,28,3,259,238,5
62640,27,5,260,238,5
62954,26,5,259,238,5
63265,28,4,260,238,5
63682,27,4,261,238,5
64113,28,5,261,238,5
64487,26,6,260,238,5
64904,28,5,260,238,5
65112,28,4,261,238,5
65519,27,5,260,238,5
65949,27,4,258,238,5
66240,27,5,259,238,5
66470,27,4,261,238,5
66959,28,3,259,238,5
67172,30,6,260,238,5
67299,27,4,260,238,5
67757,28,7,259,238,5
68269,28,7,261,238,5
68716,27,5,261,238,5
69117,27,4,260,238,5
69607,28,5,260,238,5
70024,27,3,261,238,5
70319,27,4,263,238,5
70833,28,5,260,238,5
71074,27,6,261,238,5
71386,28,4,260,238,5
71663,28,6,259,238,5
71958,30,1,259,238,5
72113,27,3,260,238,5
72470,26,4,260,238,5
72786,26,2,259,238,5
72939,27,4,261,238,5
73299,26,4,261,238,5
73596,27,4,259,238,5
73848,28,3,261,238,5
74108,29,6,261,238,5
74418,29,5,261,238,5
74722,27,4,260,238,5
74863,28,3,261,238,5
75234,28,4,260,238,5
75658,28,4,261,238,5
76056,27,5,261,238,5
76335,26,5,262,238,5
76569,29,3,261,238,5
