time,ACx,ACy,ACz,encoder1,encoder2
0.1,-27,1,241,0,0
0.2,-26,1,241,0,0
0.3,-26,2,242,0,0
0.4,-35,-1,243,0,0
0.5,-6,15,227,0,0
0.6,-22,-2,241,0,0
0.7,-28,5,240,0,0
0.8,-25,5,242,0,0
0.9,-25,0,239,0,0
1,-45,-6,259,0,0
1.1,-19,54,233,0,0
1.2,-19,29,219,0,0
1.3,-16,-2,215,0,0
1.4,-12,-26,243,0,0
1.5,-30,-20,238,0,0
1.6,-14,29,238,0,0
1.7,-23,32,243,0,0
1.8,-17,1,240,0,0
1.9,-23,0,244,0,0
2,-37,6,240,0,0
2.1,-30,-24,242,0,0
2.2,-28,-85,237,0,0
2.3,-50,-131,252,0,0
2.4,-41,30,238,0,0
2.5,-19,30,291,2,2
2.6,-25,14,150,2,2
2.7,-28,38,242,2,2
2.8,-29,40,290,4,4
2.9,-20,16,189,4,4
3,-17,15,221,4,4
3.1,-51,46,241,4,4
3.2,-25,17,261,4,4
3.3,-17,17,243,6,6
3.4,-22,22,242,6,6
3.5,-21,27,242,6,6
3.6,-25,7,242,6,6
3.7,-25,-3,240,6,6
3.8,-24,0,242,6,6
3.9,-24,4,241,6,6
4,-23,3,241,6,6
4.1,-25,1,241,6,6
4.2,-23,2,240,6,6
4.3,-24,2,242,6,6
4.4,-24,1,240,6,6
4.5,-24,2,241,6,6
4.6,-23,1,241,6,6
4.7,-23,2,242,6,6
4.8,-23,1,242,6,6
4.9,-24,1,242,6,6
5,-23,1,242,6,6
5.1,-24,1,241,6,6
5.2,-25,3,243,6,6
5.3,-67,-163,238,6,6
5.4,-24,-50,160,6,6
5.5,-34,6,110,9,9
5.6,-42,13,122,9,9
5.7,-14,30,240,9,9
5.8,-20,25,228,12,12
5.9,-22,13,222,12,12
6,-30,23,228,12,12
6.1,1,20,261,14,14
6.2,-15,27,257,14,14
6.3,-19,23,240,14,14
6.4,-19,29,243,14,14
6.5,-20,16,240,14,14
6.6,-21,3,241,14,14
6.7,-22,0,242,14,14
6.8,-22,-2,242,14,14
6.9,-22,0,241,14,14
7,-22,3,242,14,14
7.1,-23,2,241,14,14
7.2,-22,1,242,14,14
7.3,-22,2,241,14,14
7.4,-23,3,241,14,14
7.5,-21,1,242,14,14
7.6,-22,2,242,14,14
7.7,-23,3,241,14,14
7.8,-21,1,240,14,14
7.9,-22,2,241,14,14
8,-23,2,242,14,14
8.1,-22,2,242,14,14
8.2,-21,2,241,14,14
8.3,-22,2,241,14,14
8.4,-21,2,241,14,14
8.5,-88,-371,339,14,14
8.6,-17,-13,268,14,14
8.7,-52,26,223,14,14
8.8,-20,25,247,14,14
8.9,-16,20,238,16,16
9,-3,-5,196,16,16
9.1,-12,17,196,16,16
9.2,-35,21,224,16,16
9.3,-16,30,255,16,16
9.4,-16,15,251,17,17
9.5,-22,38,241,17,17
9.6,-19,23,241,17,17
9.7,-18,24,244,17,17
9.8,-19,21,242,17,17
9.9,-19,3,241,17,17
10,-19,1,242,17,17
10.1,-19,6,241,17,17
10.2,-19,6,241,17,17
10.3,-19,4,242,17,17
10.4,-18,6,243,17,17
10.5,-20,4,242,17,17
10.6,-19,4,242,17,17
10.7,22,-176,217,17,17
10.8,-14,-94,262,17,17
10.9,42,-25,279,19,19
11,-88,45,280,19,19
11.1,-4,28,262,21,22
11.2,-28,25,265,21,22
11.3,-19,6,148,21,22
11.4,-45,32,234,24,25
11.5,-5,14,203,24,25
11.6,-22,28,265,24,25
11.7,-14,22,245,24,25
11.8,-21,26,253,28,29
11.9,-22,23,250,28,29
12,-22,22,240,28,29
12.1,-18,19,245,28,29
12.2,-17,17,242,28,29
12.3,-17,9,242,28,29
12.4,-18,1,242,28,29
12.5,-17,4,242,28,29
12.6,-17,4,242,28,29
12.7,-18,4,242,28,29
12.8,-18,4,241,28,29
12.9,-17,4,243,28,29
13,-17,3,242,28,29
13.1,-18,3,242,28,29
13.2,-18,4,243,28,29
13.3,-16,3,241,28,29
13.4,-18,4,242,28,29
13.5,-17,4,242,28,29
13.6,-18,4,241,28,29
13.7,-18,4,242,28,29
13.8,-18,4,242,28,29
13.9,-18,3,242,28,29
14,-17,3,242,28,29
14.1,-17,3,242,28,29
14.2,-17,4,241,28,29
14.3,-18,4,242,28,29
14.4,-17,3,242,28,29
14.5,-17,3,242,28,29
14.6,-17,2,241,28,29
14.7,-17,3,242,28,29
14.8,-18,4,242,28,29
14.9,-17,3,242,28,29
15,-18,4,242,28,29
15.1,-18,4,242,28,29
15.2,-17,3,242,28,29
15.3,-18,3,242,28,29
15.4,-17,2,242,28,29
15.5,-18,4,241,28,29
15.6,-17,4,242,28,29
15.7,-17,3,243,28,29
15.8,-17,4,242,28,29
15.9,-17,2,241,28,29
16,-17,4,241,28,29
16.1,-18,4,241,28,29
16.2,-17,3,241,28,29
16.3,-17,3,241,28,29
16.4,-17,4,242,28,29
16.5,-18,4,240,28,29
16.6,-18,3,241,28,29
16.7,-17,3,241,28,29
16.8,-17,4,242,28,29
16.9,-18,4,242,28,29
17,-18,4,242,28,29
17.1,-18,3,242,28,29
17.2,-17,3,242,28,29
17.3,-17,3,242,28,29
17.4,-18,4,241,28,29
17.5,-17,3,242,28,29
17.6,-17,3,241,28,29
17.7,-16,4,243,28,29
17.8,-18,4,242,28,29
17.9,-16,4,241,28,29
18,-17,3,241,28,29
18.1,-17,3,241,28,29
18.2,-18,4,242,28,29
18.3,-17,4,241,28,29
18.4,-17,3,241,28,29
18.5,-17,3,241,28,29
18.6,-17,3,240,28,29
18.7,-17,4,242,28,29
18.8,-18,4,242,28,29
18.9,-18,4,242,28,29
19,-17,4,242,28,29
19.1,-22,22,269,28,29
19.2,-18,11,242,28,29
19.3,-11,-1,243,28,29
19.4,-20,3,245,28,29
19.5,-11,10,237,28,29
19.6,-13,12,242,28,29
19.7,-16,24,241,28,29
19.8,-11,34,238,28,29
19.9,-13,23,256,28,29
20,-21,40,227,30,31
20.1,-18,45,208,30,31
20.2,-10,3,227,30,31
20.3,-48,-25,265,30,31
20.4,-40,-16,226,32,33
20.5,-8,-14,197,32,33
20.6,-10,-11,223,32,33
20.7,16,52,243,32,33
20.8,-33,68,229,38,39
20.9,-14,-13,214,38,39
21,-10,-19,198,38,39
21.1,-48,-7,238,41,43
21.2,-21,-7,220,41,43
21.3,1,174,266,41,43
21.4,38,91,319,43,45
21.5,-72,18,144,43,45
21.6,54,74,511,44,46
21.7,-13,-3,18,46,48
21.8,-23,-2,189,46,48
21.9,-24,-11,180,49,51
22,-80,-18,321,51,53
22.1,47,-35,88,51,53
22.2,1,-15,150,53,55
22.3,-34,-8,281,53,55
