time,ACx,ACy,ACz,encoder1,encoder2
45241,28,7,260,0,22
45613,26,6,259,0,22
45903,28,6,260,0,22
46153,27,6,260,0,22
46418,29,6,259,0,22
46723,28,6,261,0,22
46978,27,5,260,0,22
47244,27,7,260,0,22
47589,27,7,260,0,22
47716,28,6,260,0,22
48129,27,6,261,0,22
48261,29,7,260,0,22
48578,28,5,260,0,22
48875,28,6,260,0,22
49182,30,5,261,0,22
49489,27,7,262,0,22
49636,27,6,260,0,22
50008,29,5,263,0,22
50308,28,6,259,0,22
50463,30,5,260,0,22
50819,28,5,265,0,22
51132,28,7,262,0,22
51725,26,6,260,0,24
52144,28,6,259,0,24
52657,28,6,261,0,24
53086,27,6,260,0,24
53457,28,6,260,0,24
53861,27,5,262,0,24
54201,29,6,260,0,24
54612,28,7,260,0,24
54909,27,6,261,0,24
55112,27,7,262,0,24
55409,28,7,261,0,24
55737,28,6,261,0,24
55869,27,7,260,0,24
56146,28,6,260,0,24
56446,29,7,261,0,26
56753,29,6,261,0,26
56912,27,6,261,0,26
57185,27,6,262,0,26
57584,28,6,259,0,26
57785,27,8,261,0,26
58084,26,6,260,0,26
58391,29,5,259,0,26
58597,27,6,261,0,26
58913,27,7,261,0,26
59231,29,5,262,0,26
59512,27,7,260,0,26
59662,28,6,261,0,26
60030,28,7,261,0,26
60235,27,7,261,0,26
60559,27,7,261,0,26
60850,29,5,260,0,26
61156,27,6,261,0,26
61364,28,7,260,0,26
61671,27,5,259,0,26
61985,27,7,259,0,26
62145,28,7,262,0,26
62491,27,7,261,0,26
62795,28,6,261,0,26
63003,27,6,261,0,26
63311,27,6,259,0,26
63628,27,7,258,0,26
63795,28,5,260,0,26
64127,29,7,260,0,26
64433,27,6,260,0,27
64648,23,47,248,0,27
64956,43,-8,331,0,27
65266,42,0,264,0,27
65470,28,8,228,0,27
65769,5,19,241,0,27
66072,26,8,213,0,27
66379,17,2,241,0,27
66535,36,-14,267,0,27
66899,25,-18,258,0,27
67206,25,5,262,0,27
67360,25,17,265,0,27
67709,18,4,255,0,28
67860,-3,19,260,0,28
68222,-93,28,266,0,28
68456,-148,35,232,0,28
68744,-151,14,177,0,28
68885,-171,26,181,0,28
69245,-205,153,120,0,28
69385,-185,167,76,0,28
69683,-182,178,67,0,29
69970,-189,157,48,0,29
70202,-175,170,46,0,29
70474,-176,168,42,0,29
70638,-177,203,45,1,29
