features,95,100,106,112,118,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,89,94,102,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,108,120,121,124
Ey,12598.3,26197.4,3619.48,12151.2,14313.9,3406.48,9322.55,3803.23,1128.64,2584.7,265.265,1.53E+03,1149.28,4882.64,2570.4,12115.2,5592.85,3.96E+02,1.14E+03,449.816,1432.46,1.04E+04,3190.75,5821.62,19239.9,1112.2,1733,5.57E+03,572.204,3063.35,5956.81,1291.85,782.241,881.153,1206.49,721.314,564.807,2991.9,1660.34,3188.74,2569.92,1583.09,19464.5,16845.8,10493.8
Ez,25357.3,55093.4,11377.1,14218.5,33171.6,2424.7,25456.6,6357.19,4966.99,8176.91,59.6356,506.432,7205.15,7507.05,8192.71,6726.58,20468.7,2816.46,354.726,1329.39,8201.36,683.611,3083.7,22072.5,18468.8,509.406,1035.32,3901.07,2182.82,2212.19,7282.3,657.604,2625.27,346.54,1701.16,169.171,459.821,1515.35,743.829,1005.23,3621.46,1051.13,43877.8,37073,42431.9
Coxy,0.213901,0.0480576,0.250448,-0.264854,0.0801663,0.418712,0.0669096,-0.093966,-0.410278,0.249982,0.504954,0.142145,-0.151776,0.259265,0.250747,-0.0445895,-0.302629,-0.227999,-0.392838,-0.0890923,-0.193278,0.326479,0.0149835,0.225935,0.0423658,0.138116,-0.0575344,0.0981576,0.0801108,0.20751,-0.0672938,0.0300616,0.0721515,0.0633092,-0.0938114,-0.00244476,-0.0182976,0.0112344,-0.0280695,-0.0488375,-0.151186,0.231816,-0.0462943,-0.0517899,-0.395482
Coxz,-0.102032,0.314899,0.498143,-0.141149,0.181687,0.496579,0.201201,0.232787,-0.524316,0.0851663,0.0643617,-0.161667,-0.438841,-0.207694,0.0859205,0.298305,0.00220459,-0.74034,0.174544,-0.539838,-0.413661,-0.204459,-0.677643,0.370658,0.496651,-0.233021,0.211189,0.187489,0.432011,-0.164652,-0.729794,0.0682002,-0.693893,-0.0526664,-0.0546022,0.11944,-0.0485624,0.258779,0.169341,-0.0685493,-0.218901,0.188707,0.350507,0.664218,0.540202
Coyz,-0.543378,-0.0778616,0.15294,0.291894,0.34819,0.757259,0.487594,0.827563,0.157732,-0.266804,0.255963,-0.414789,-0.166661,0.068526,-0.268264,-0.118028,0.181449,0.200584,0.0538431,-0.0162461,0.33617,-0.169105,0.022257,-0.119537,0.0975115,0.150765,0.00634011,0.194932,0.174613,-0.808416,0.0633098,0.148613,-0.101609,0.0161548,0.0173883,0.0808294,0.0384197,0.296325,0.179861,-0.279384,0.153981,0.399459,0.0423944,0.252505,0.324947
Jx,0.266234,0.241255,0.177026,0.15789,0.203646,0.183601,0.163008,0.150323,0.123384,0.193048,0.162762,0.133884,0.146795,0.177467,0.190699,0.221309,0.214059,0.192065,0.102378,0.144794,0.129021,0.197081,0.171127,0.328176,0.231952,0.193968,0.133682,0.175337,0.143586,0.125247,0.22108,0.140206,0.180624,0.156987,0.174984,0.0974797,0.114884,0.187504,0.181556,0.127189,0.133673,0.2261,0.25863,0.26774,0.290781
num_Jx,4,6,1,2,3,3,6,3,3,5,1,2,4,4,6,6,6,3,1,3,2,4,3,6,9,4,5,7,4,3,7,5,7,4,4,3,2,7,8,1,4,2,6,3,4
Jy,0.296711,0.248364,0.174382,0.263674,0.298397,0.177905,0.254822,0.189413,0.129485,0.182662,0.241288,0.169361,0.130024,0.155661,0.181805,0.197779,0.19984,0.177559,0.136975,0.184782,0.127412,0.258447,0.157866,0.266191,0.23427,0.169239,0.20603,0.211215,0.109877,0.222808,0.222658,0.138014,0.181314,0.174535,0.178371,0.13274,0.196322,0.177636,0.131204,0.188877,0.166507,0.256064,0.264268,0.329446,0.349764
num_Jy,6,7,1,2,4,2,8,1,4,6,3,1,2,5,8,5,5,3,3,6,2,6,5,4,5,1,8,7,2,4,10,3,8,6,4,5,6,3,4,4,6,3,8,4,4
time,178.015,180.023,179.738,179.94,179.875,139.4,362.2,217.9,452.5,534.7,40.8,130.5,307.4,345.6,534.7,317.6,373.5,263.3,238,269,196.5,258,336.3,179.963,180.103,179.935,360.6,312.4,324.8,312.8,313.2,298.1,304.4,331.5,100.1,535.7,196.4,163.5,325.3,133.8,304.3,179.991,180.287,179.969,190.306
turns,490,457,488,100,378,123,580,249,23,365,23,45,260,211,365,49,247,292,322,282,276,20,351,155,428,846,413,364,348,222,2295,1119,590,57,87,934,273,136,1788,198,1301,451,150,69,62
diff turns,152,180,317,66,230,96,456,187,17,346,19,39,194,150,346,42,204,133,294,216,207,17,277,86,159,557,332,322,275,253,1648,989,338,36,55,602,188,67,774,130,578,311,88,38,41
diff /time,0.853861,0.999872,1.76368,0.366789,1.27867,0.688666,1.25897,0.858192,0.0375691,0.647092,0.465686,0.298851,0.6311,0.434028,0.647092,0.132242,0.546185,0.505127,1.23529,0.802974,1.05344,0.0658915,0.823669,0.477876,0.882828,3.09556,0.920688,1.03073,0.846675,0.808824,5.26181,3.31768,1.11038,0.108597,0.549451,1.12376,0.95723,0.409786,2.37934,0.971599,1.89944,1.72786,0.488111,0.211147,0.215442
wheel r,0.0863636,0.0201149,0.395706,0.541538,0.0425868,0,0,0,0,0,0,0.280245,0.0972674,0,0,0,0.0768201,0.190585,0.102101,0.468773,0.389624,0,0.213139,0,0,0.114493,0.417637,0.178937,0.419027,0.269182,0.283525,0.503689,0.390604,0.0880579,0.231537,0.322322,0.3778,0.404034,0.619238,0.210762,0.337714,0.177914,0.058642,0,0
not play r,0.219697,0,0.0521472,0.0261538,0.116719,0,0,0,0,0,0,0.552833,0.495446,0.360822,0,0.31612,0.254014,0.40129,0.57647,0.16059,0.20803,0,0.35315,0.283784,0.0246154,0.0536232,0.20549,0.213828,0.190578,0.320332,0.086268,0.0985915,0.164914,0.601326,0.360279,0.262224,0.22556,0.281784,0.021204,0.17713,0.208935,0.101227,0.00771605,0.345426,0.188047
play r,0.651515,0.902299,0.495399,0.372308,0.763407,0.983512,0.971294,0.975688,0.992045,0.98354,0.94621,0.139357,0.343852,0.554977,0.983139,0.550377,0.5538,0.32346,0.25882,0.325278,0.32858,0.992638,0.36979,0.647147,0.907692,0.746377,0.31503,0.516645,0.3300492,0.347186,0.522669,0.307847,0.377135,0.255428,0.336327,0.3296,0.320773,0.269559,0.310079,0.485799,0.37812,0.679448,0.890432,0.61041,0.734694
other r,0.0424242,0.0775862,0.0567485,0.06,0.0772871,0.0164874,0.0287054,0.0243119,0.007954,3540.016454,0.053789,0.0275651,0.0634353,0.0842014,0.016866,0.1335012,0.115364,0.084662,0.062605,0.045353,0.073753,0.007361,0.063912,0.0676923,0.0676923,0.0855072,0.06184,0.090588,0.06034482,0.063299,0.1075989,0.0898725,0.067345,0.0551869,0.071856,0.085852,0.075865,0.044621,0.049477,0.1263079,0.075229,0.041411,0.0432099,0.044164,0.0772595
,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
